date,filename,org,max_slope,r2,substrate
20230302,output//20230302_64DHH_replication_4NP_trimethylacetate_all_data_calculated_slopes.csv,p012_bio1,0.0969,0.9299,trimethylacetate
20230302,output//20230302_64DHH_replication_4NP_trimethylacetate_all_data_calculated_slopes.csv,p012_bio3,0.094,0.9854,trimethylacetate
20230302,output//20230302_64DHH_replication_4NP_trimethylacetate_all_data_calculated_slopes.csv,p006_bio1,0.0891,0.9732,trimethylacetate
20230302,output//20230302_64DHH_replication_4NP_trimethylacetate_all_data_calculated_slopes.csv,EV_bio3,0.0758,0.9845,trimethylacetate
20230302,output//20230302_64DHH_replication_4NP_trimethylacetate_all_data_calculated_slopes.csv,p082_bio2,0.0641,0.9202,trimethylacetate
20230302,output//20230302_64DHH_replication_4NP_trimethylacetate_all_data_calculated_slopes.csv,N41_bio3,0.0509,0.9034,trimethylacetate
20230302,output//20230302_64DHH_replication_4NP_trimethylacetate_all_data_calculated_slopes.csv,p059_bio2,0.0499,0.9302,trimethylacetate
20230302,output//20230302_64DHH_replication_4NP_trimethylacetate_all_data_calculated_slopes.csv,EV_bio2,0.0399,0.9492,trimethylacetate
20230302,output//20230302_64DHH_replication_4NP_trimethylacetate_all_data_calculated_slopes.csv,p035_bio1,0.0363,0.9016,trimethylacetate
20230302,output//20230302_64DHH_replication_4NP_trimethylacetate_all_data_calculated_slopes.csv,p071_bio1,0.0283,0.92490000000000006,trimethylacetate
20230302,output//20230302_64DHH_replication_4NP_trimethylacetate_all_data_calculated_slopes.csv,EV_bio1,0.0282,0.9095,trimethylacetate
20230302,output//20230302_64DHH_replication_4NP_trimethylacetate_all_data_calculated_slopes.csv,N41_bio1,0.021,0.9581,trimethylacetate
20230309,output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,DH_bio3,3.4583,0.9354,trimethylacetate
20230309,output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,p024_bio3,0.4238,0.9965,trimethylacetate
20230309,output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,p079_bio2,0.3686,0.9895,trimethylacetate
20230309,output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,p083_bio2,0.3394,0.9902,trimethylacetate
20230309,output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,p083_bio3,0.3053,0.9891,trimethylacetate
20230309,output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,p017_bio3,0.2468,0.9892,trimethylacetate
20230309,output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,p024_bio1,0.2455,0.9899,trimethylacetate
20230309,output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,p095_bio2,0.2336,0.9992,trimethylacetate
20230309,output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,p094_bio2,0.2309,0.9318,trimethylacetate
20230309,output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,DH_bio2,0.2279,0.9792,trimethylacetate
20230309,output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,p083_bio1,0.2256,0.9957,trimethylacetate
20230309,output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,p079_bio3,0.2224,0.9993,trimethylacetate
20230309,output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,EV_bio1,0.2179,0.9975,trimethylacetate
20230309,output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,p024_bio2,0.2145,0.9947,trimethylacetate
20230309,output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,p023_bio3,0.2144,0.9998,trimethylacetate
20230309,output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,p095_bio1,0.2109,0.9917,trimethylacetate
20230309,output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,p095_bio3,0.2032,0.9918,trimethylacetate
20230309,output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,p023_bio2,0.1995,0.9992,trimethylacetate
20230309,output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,p047_bio3,0.1976,0.9968,trimethylacetate
20230309,output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,p023_bio1,0.1928,0.9977,trimethylacetate
20230309,output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,p017_bio2,0.1882,0.978,trimethylacetate
20230309,output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,p047_bio2,0.1881,0.9972,trimethylacetate
20230309,output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,p094_bio3,0.1844,0.9981,trimethylacetate
20230309,output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,EV_bio3,0.1806,0.9909,trimethylacetate
20230309,output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,p047_bio1,0.1794,0.9914,trimethylacetate
20230309,output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,EV_bio2,0.1686,0.9893,trimethylacetate
20230309,output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,p094_bio1,0.1602,0.9609,trimethylacetate
20230309,output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,p017_bio1,0.1592,0.9988,trimethylacetate
20230309,output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,p079_bio1,0.1333,0.9985,trimethylacetate
20230309,output//20230309_64DHH_replication_4NP_trimethylacetate_2_all_data_calculated_slopes.csv,DH_bio1,0.1291,0.9966,trimethylacetate
20230323,output//20230323_64DHH_replication_4NP_trimethylacetate_3_all_data_calculated_slopes.csv,DH_bio3,2.5328,0.9965,trimethylacetate
20230323,output//20230323_64DHH_replication_4NP_trimethylacetate_3_all_data_calculated_slopes.csv,DH_bio1,2.2905,0.9994,trimethylacetate
20230323,output//20230323_64DHH_replication_4NP_trimethylacetate_3_all_data_calculated_slopes.csv,DH_bio2,2.0999,0.997,trimethylacetate
20230323,output//20230323_64DHH_replication_4NP_trimethylacetate_3_all_data_calculated_slopes.csv,p019_bio2,0.3745,0.9341,trimethylacetate
20230323,output//20230323_64DHH_replication_4NP_trimethylacetate_3_all_data_calculated_slopes.csv,p064_bio2,0.3134,0.9711,trimethylacetate
20230323,output//20230323_64DHH_replication_4NP_trimethylacetate_3_all_data_calculated_slopes.csv,p089_bio1,0.2823,0.9101,trimethylacetate
20230323,output//20230323_64DHH_replication_4NP_trimethylacetate_3_all_data_calculated_slopes.csv,p064_bio1,0.2778,0.9412,trimethylacetate
20230323,output//20230323_64DHH_replication_4NP_trimethylacetate_3_all_data_calculated_slopes.csv,p064_bio3,0.272,0.9781,trimethylacetate
20230323,output//20230323_64DHH_replication_4NP_trimethylacetate_3_all_data_calculated_slopes.csv,p033_bio2,0.2668,0.9839,trimethylacetate
20230323,output//20230323_64DHH_replication_4NP_trimethylacetate_3_all_data_calculated_slopes.csv,p089_bio3,0.2293,0.9265,trimethylacetate
20230323,output//20230323_64DHH_replication_4NP_trimethylacetate_3_all_data_calculated_slopes.csv,p033_bio3,0.2169,0.9645,trimethylacetate
20230323,output//20230323_64DHH_replication_4NP_trimethylacetate_3_all_data_calculated_slopes.csv,p019_bio3,0.2063,0.9561,trimethylacetate
20230323,output//20230323_64DHH_replication_4NP_trimethylacetate_3_all_data_calculated_slopes.csv,p042_bio2,0.1583,0.9194,trimethylacetate
20230323,output//20230323_64DHH_replication_4NP_trimethylacetate_3_all_data_calculated_slopes.csv,p045_bio2,0.1386,0.9001,trimethylacetate
20230323,output//20230323_64DHH_replication_4NP_trimethylacetate_3_all_data_calculated_slopes.csv,p042_bio3,0.1299,0.9519,trimethylacetate
20230323,output//20230323_64DHH_replication_4NP_trimethylacetate_3_all_data_calculated_slopes.csv,p054_bio3,0.1241,0.9265,trimethylacetate
20230323,output//20230323_64DHH_replication_4NP_trimethylacetate_3_all_data_calculated_slopes.csv,p077_bio1,0.1106,0.9544,trimethylacetate
20230323,output//20230323_64DHH_replication_4NP_trimethylacetate_3_all_data_calculated_slopes.csv,p054_bio2,0.1073,0.9216,trimethylacetate
20230323,output//20230323_64DHH_replication_4NP_trimethylacetate_3_all_data_calculated_slopes.csv,p054_bio1,0.092,0.9955,trimethylacetate
20230323,output//20230323_64DHH_replication_4NP_trimethylacetate_3_all_data_calculated_slopes.csv,p077_bio2,0.0887,0.9362,trimethylacetate
20230323,output//20230323_64DHH_replication_4NP_trimethylacetate_3_all_data_calculated_slopes.csv,p042_bio1,0.0839,0.9339,trimethylacetate
20230323,output//20230323_64DHH_replication_4NP_trimethylacetate_3_all_data_calculated_slopes.csv,p033_bio1,0.0805,0.9589,trimethylacetate
20230323,output//20230323_64DHH_replication_4NP_trimethylacetate_3_all_data_calculated_slopes.csv,EV_bio3,0.0688,0.9336,trimethylacetate
20230323,output//20230323_64DHH_replication_4NP_trimethylacetate_3_all_data_calculated_slopes.csv,p077_bio3,0.0661,0.9798,trimethylacetate
20230323,output//20230323_64DHH_replication_4NP_trimethylacetate_3_all_data_calculated_slopes.csv,p019_bio1,0.0592,0.9665,trimethylacetate
20230323,output//20230323_64DHH_replication_4NP_trimethylacetate_3_all_data_calculated_slopes.csv,EV_bio2,0.0545,0.9079,trimethylacetate
20230323,output//20230323_64DHH_replication_4NP_trimethylacetate_3_all_data_calculated_slopes.csv,EV_bio1,0.0499,0.9612,trimethylacetate
20230330,output//20230330_64DHH_replication_4NP_trimethylacetate_4_all_data_calculated_slopes.csv,DH_3,2.0909,0.9928,trimethylacetate
20230330,output//20230330_64DHH_replication_4NP_trimethylacetate_4_all_data_calculated_slopes.csv,DH_1,2.0304,0.9984,trimethylacetate
20230330,output//20230330_64DHH_replication_4NP_trimethylacetate_4_all_data_calculated_slopes.csv,DH_2,1.9879,0.9905,trimethylacetate
20230330,output//20230330_64DHH_replication_4NP_trimethylacetate_4_all_data_calculated_slopes.csv,p076_3,0.2604,0.9185,trimethylacetate
20230330,output//20230330_64DHH_replication_4NP_trimethylacetate_4_all_data_calculated_slopes.csv,p028_1,0.26,0.9424,trimethylacetate
20230330,output//20230330_64DHH_replication_4NP_trimethylacetate_4_all_data_calculated_slopes.csv,p080_1,0.26,0.9282,trimethylacetate
20230330,output//20230330_64DHH_replication_4NP_trimethylacetate_4_all_data_calculated_slopes.csv,p041_2,0.2266,0.9691,trimethylacetate
20230330,output//20230330_64DHH_replication_4NP_trimethylacetate_4_all_data_calculated_slopes.csv,p093_2,0.223,0.9189,trimethylacetate
20230330,output//20230330_64DHH_replication_4NP_trimethylacetate_4_all_data_calculated_slopes.csv,p056_2,0.2179,0.915,trimethylacetate
20230330,output//20230330_64DHH_replication_4NP_trimethylacetate_4_all_data_calculated_slopes.csv,p030_3,0.2113,0.9233,trimethylacetate
20230330,output//20230330_64DHH_replication_4NP_trimethylacetate_4_all_data_calculated_slopes.csv,p008_1,0.171,0.9185,trimethylacetate
20230330,output//20230330_64DHH_replication_4NP_trimethylacetate_4_all_data_calculated_slopes.csv,p091_1,0.1645,0.9562,trimethylacetate
20230330,output//20230330_64DHH_replication_4NP_trimethylacetate_4_all_data_calculated_slopes.csv,p076_2,0.124,0.9358,trimethylacetate
20230330,output//20230330_64DHH_replication_4NP_trimethylacetate_4_all_data_calculated_slopes.csv,p040_2,0.0568,0.9413,trimethylacetate
20230330,output//20230330_64DHH_replication_4NP_trimethylacetate_4_all_data_calculated_slopes.csv,p056_1,0.0492,0.9692,trimethylacetate
20230330,output//20230330_64DHH_replication_4NP_trimethylacetate_4_all_data_calculated_slopes.csv,p081_3,0.0399,0.9535,trimethylacetate
20230330,output//20230330_64DHH_replication_4NP_trimethylacetate_4_all_data_calculated_slopes.csv,p081_1,0.031,0.9214,trimethylacetate
20230330,output//20230330_64DHH_replication_4NP_trimethylacetate_4_all_data_calculated_slopes.csv,p020_2,-0.0438,0.9602,trimethylacetate
20230330,output//20230330_64DHH_replication_4NP_trimethylacetate_4_all_data_calculated_slopes.csv,p065_3,-0.142,0.9518,trimethylacetate
20230406,output//20230406_20230406_64DHH_replication_4NP_trimethylacetate_5_all_data_calculated_slopes.csv,DH,1.7543,0.998,trimethylacetate
20230406,output//20230406_20230406_64DHH_replication_4NP_trimethylacetate_5_all_data_calculated_slopes.csv,p055,0.4686,0.9868,trimethylacetate
20230406,output//20230406_20230406_64DHH_replication_4NP_trimethylacetate_5_all_data_calculated_slopes.csv,p022,0.2846,0.9565,trimethylacetate
20230406,output//20230406_20230406_64DHH_replication_4NP_trimethylacetate_5_all_data_calculated_slopes.csv,p016,0.28,0.971,trimethylacetate
20230406,output//20230406_20230406_64DHH_replication_4NP_trimethylacetate_5_all_data_calculated_slopes.csv,p010,0.2724,0.9655,trimethylacetate
20230406,output//20230406_20230406_64DHH_replication_4NP_trimethylacetate_5_all_data_calculated_slopes.csv,p067,0.2699,0.9531,trimethylacetate
20230406,output//20230406_20230406_64DHH_replication_4NP_trimethylacetate_5_all_data_calculated_slopes.csv,p011,0.2675,0.9452,trimethylacetate
20230406,output//20230406_20230406_64DHH_replication_4NP_trimethylacetate_5_all_data_calculated_slopes.csv,p007,0.251,0.9737,trimethylacetate
20230406,output//20230406_20230406_64DHH_replication_4NP_trimethylacetate_5_all_data_calculated_slopes.csv,p057,0.2332,0.9214,trimethylacetate
20230406,output//20230406_20230406_64DHH_replication_4NP_trimethylacetate_5_all_data_calculated_slopes.csv,p018,0.219,0.9389,trimethylacetate
20230406,output//20230406_20230406_64DHH_replication_4NP_trimethylacetate_5_all_data_calculated_slopes.csv,p034,0.2109,0.9063,trimethylacetate
20230406,output//20230406_20230406_64DHH_replication_4NP_trimethylacetate_5_all_data_calculated_slopes.csv,p005,0.1967,0.9558,trimethylacetate
20230406,output//20230406_20230406_64DHH_replication_4NP_trimethylacetate_5_all_data_calculated_slopes.csv,p031,0.1705,0.9606,trimethylacetate
20230406,output//20230406_20230406_64DHH_replication_4NP_trimethylacetate_5_all_data_calculated_slopes.csv,p069,0.1634,0.9682,trimethylacetate
20230406,output//20230406_20230406_64DHH_replication_4NP_trimethylacetate_5_all_data_calculated_slopes.csv,p066,0.1627,0.9826,trimethylacetate
20230406,output//20230406_20230406_64DHH_replication_4NP_trimethylacetate_5_all_data_calculated_slopes.csv,p043,0.1532,0.9829,trimethylacetate
20230406,output//20230406_20230406_64DHH_replication_4NP_trimethylacetate_5_all_data_calculated_slopes.csv,p087,0.1505,0.9081,trimethylacetate
20230406,output//20230406_20230406_64DHH_replication_4NP_trimethylacetate_5_all_data_calculated_slopes.csv,p006,0.1287,0.9174,trimethylacetate
20230406,output//20230406_20230406_64DHH_replication_4NP_trimethylacetate_5_all_data_calculated_slopes.csv,p058,0.121,0.9644,trimethylacetate
20230406,output//20230406_20230406_64DHH_replication_4NP_trimethylacetate_5_all_data_calculated_slopes.csv,p044,0.0793,0.9101,trimethylacetate
20230406,output//20230406_20230406_64DHH_replication_4NP_trimethylacetate_5_all_data_calculated_slopes.csv,p075,0.0721,0.9105,trimethylacetate
20230421,output//20230421_20230421_64DHH_replication_4NP_trimethylacetate_6_all_data_calculated_slopes.csv,DH_1,3.6253,0.989,trimethylacetate
20230421,output//20230421_20230421_64DHH_replication_4NP_trimethylacetate_6_all_data_calculated_slopes.csv,p007_bio2,0.2147,0.9782,trimethylacetate
20230421,output//20230421_20230421_64DHH_replication_4NP_trimethylacetate_6_all_data_calculated_slopes.csv,p069_bio3,0.1445,0.9751,trimethylacetate
20230421,output//20230421_20230421_64DHH_replication_4NP_trimethylacetate_6_all_data_calculated_slopes.csv,p006_bio1,0.1326,0.9765,trimethylacetate
20230421,output//20230421_20230421_64DHH_replication_4NP_trimethylacetate_6_all_data_calculated_slopes.csv,p022_bio2,0.1231,0.9311,trimethylacetate
20230421,output//20230421_20230421_64DHH_replication_4NP_trimethylacetate_6_all_data_calculated_slopes.csv,p022_bio3,0.1137,0.9643,trimethylacetate
20230421,output//20230421_20230421_64DHH_replication_4NP_trimethylacetate_6_all_data_calculated_slopes.csv,p006_bio2,0.0934,0.9764,trimethylacetate
20230421,output//20230421_20230421_64DHH_replication_4NP_trimethylacetate_6_all_data_calculated_slopes.csv,p006_bio3,0.0897,0.9305,trimethylacetate
20230421,output//20230421_20230421_64DHH_replication_4NP_trimethylacetate_6_all_data_calculated_slopes.csv,p016_bio2,0.0841,0.9297,trimethylacetate
20230421,output//20230421_20230421_64DHH_replication_4NP_trimethylacetate_6_all_data_calculated_slopes.csv,p016_bio3,0.0714,0.9339,trimethylacetate
20230421,output//20230421_20230421_64DHH_replication_4NP_trimethylacetate_6_all_data_calculated_slopes.csv,p069_bio1,0.0714,0.9399,trimethylacetate
20230421,output//20230421_20230421_64DHH_replication_4NP_trimethylacetate_6_all_data_calculated_slopes.csv,p007_bio3,0.0396,0.964,trimethylacetate
20230421,output//20230421_20230421_64DHH_replication_4NP_trimethylacetate_6_all_data_calculated_slopes.csv,p075_bio2,0.0217,0.9708,trimethylacetate
